t(ticks); id_viat; destin; t_estacion; t_vida; observ
      36;     635;      W;         70;     30; Encerrado!
      36;     636;      S;         60;     30; Encerrado!
      37;     637;      W;         70;     31; Encerrado!
      37;     638;      E;         10;     31; Encerrado!
      37;     639;      N;         70;     31; Encerrado!
      37;     640;      E;         90;     31; Encerrado!
      37;     641;      N;         10;     31; Encerrado!
      37;     642;      W;         70;     31; Encerrado!
      37;     643;      N;         20;     31; Encerrado!
      37;    4805;      W;         70;      0; Encerrado!
      37;     645;      E;         10;     31; Encerrado!
      37;     646;      E;         20;     31; Encerrado!
      37;     647;      S;         20;     31; Encerrado!
      37;     648;      N;         50;     31; Encerrado!
      37;     649;      E;         80;     31; Encerrado!
      37;     650;      W;         80;     31; Encerrado!
      37;     651;      N;         60;     31; Encerrado!
      37;     652;      S;         80;     31; Encerrado!
      37;     653;      W;         80;     31; Encerrado!
      37;     654;      N;         30;     31; Encerrado!
      37;    4878;      S;         40;      0; Encerrado!
      37;     656;      S;         40;     31; Encerrado!
      37;     657;      N;         80;     31; Encerrado!
      37;     658;      N;         20;     31; Encerrado!
      37;     659;      E;        100;     31; Encerrado!
      37;     660;      N;         50;     31; Encerrado!
      38;     661;      W;         20;     32; Encerrado!
      38;     662;      N;         60;     32; Encerrado!
      38;     663;      N;         60;     32; Encerrado!
      38;     664;      E;         90;     32; Encerrado!
      38;     665;      E;         50;     32; Encerrado!
      38;     666;      S;         40;     32; Encerrado!
      38;    4966;      W;         90;      0; Encerrado!
      38;     668;      N;         90;     32; Encerrado!
      38;     669;      W;         80;     32; Encerrado!
      38;     670;      E;         40;     32; Encerrado!
      38;     671;      S;         80;     32; Encerrado!
      38;     672;      N;         40;     32; Encerrado!
      38;     673;      N;         20;     32; Encerrado!
      38;     674;      N;         90;     32; Encerrado!
      39;     675;      W;         20;     33; Encerrado!
      39;     676;      W;         70;     33; Encerrado!
      39;     677;      N;         50;     33; Encerrado!
      39;     678;      N;         80;     33; Encerrado!
      39;     679;      S;         10;     33; Encerrado!
      39;     680;      N;        100;     33; Encerrado!
      39;     681;      N;         40;     33; Encerrado!
      39;     682;      W;         40;     33; Encerrado!
      39;     683;      N;         30;     33; Encerrado!
      39;     684;      E;         40;     33; Encerrado!
      39;     685;      N;        100;     33; Encerrado!
      39;     686;      S;         70;     33; Encerrado!
      39;     687;      E;        100;     33; Encerrado!
      39;     688;      N;         90;     33; Encerrado!
      39;     689;      S;         10;     33; Encerrado!
      39;     690;      W;         90;     33; Encerrado!
      39;     691;      N;         90;     33; Encerrado!
      39;     692;      N;         40;     33; Encerrado!
      39;     693;      W;         70;     33; Encerrado!
      39;     694;      N;         80;     33; Encerrado!
      39;     695;      E;         80;     33; Encerrado!
      40;     696;      W;         40;     34; Encerrado!
      40;     697;      W;         90;     34; Encerrado!
      40;     698;      E;         20;     34; Encerrado!
      40;     699;      N;         80;     34; Encerrado!
      40;     700;      W;        100;     34; Encerrado!
      40;     701;      W;         90;     34; Encerrado!
      40;     702;      S;         30;     34; Encerrado!
      40;    5238;      S;         60;      0; Encerrado!
      40;     704;      E;         30;     34; Encerrado!
      40;     705;      N;         10;     34; Encerrado!
      40;     706;      W;         50;     34; Encerrado!
      40;     707;      S;         20;     34; Encerrado!
      40;     708;      E;         20;     34; Encerrado!
      40;     709;      W;         10;     34; Encerrado!
      40;     710;      N;         80;     34; Encerrado!
      41;     711;      E;         90;     35; Encerrado!
      41;    5304;      W;         10;      0; Encerrado!
      41;     713;      N;         80;     35; Encerrado!
      41;     714;      S;         90;     35; Encerrado!
      41;     715;      S;         70;     35; Encerrado!
      41;     716;      E;         10;     34; Encerrado!
      41;     717;      E;        100;     34; Encerrado!
      41;     718;      W;         70;     34; Encerrado!
      41;     719;      N;         50;     34; Encerrado!
      41;     720;      N;         80;     34; Encerrado!
      41;     721;      S;        100;     34; Encerrado!
      41;     722;      W;         10;     34; Encerrado!
      41;     723;      S;        100;     34; Encerrado!
      41;     724;      W;         60;     34; Encerrado!
      41;     725;      E;         10;     34; Encerrado!
      41;     726;      N;        100;     34; Encerrado!
      41;     727;      W;        100;     34; Encerrado!
      41;     728;      W;         80;     34; Encerrado!
      41;     729;      N;         70;     34; Encerrado!
      41;     730;      S;         10;     34; Encerrado!
      41;     731;      S;         30;     34; Encerrado!
      41;     732;      S;         80;     34; Encerrado!
      41;     733;      N;         50;     34; Encerrado!
      42;     734;      W;         50;     35; Encerrado!
      42;     735;      S;         50;     35; Encerrado!
      42;     736;      S;         70;     35; Encerrado!
      42;     737;      E;        100;     35; Encerrado!
      42;     738;      W;         60;     35; Encerrado!
      42;     739;      S;         10;     35; Encerrado!
      42;     740;      N;        100;     35; Encerrado!
      42;     741;      W;         90;     35; Encerrado!
      42;     742;      E;         30;     35; Encerrado!
      42;     743;      E;         40;     35; Encerrado!
      42;     744;      S;        100;     35; Encerrado!
      42;     745;      N;         20;     35; Encerrado!
      42;     746;      E;         80;     35; Encerrado!
      42;     747;      W;         60;     35; Encerrado!
      42;     748;      N;         40;     35; Encerrado!
      43;     749;      S;         50;     36; Encerrado!
      43;     750;      E;         80;     36; Encerrado!
      43;     751;      N;         50;     36; Encerrado!
      43;     752;      S;         40;     36; Encerrado!
      43;     753;      N;         40;     36; Encerrado!
      43;     754;      E;        100;     36; Encerrado!
      43;     755;      E;         30;     36; Encerrado!
      43;     756;      W;         80;     36; Encerrado!
      43;     757;      S;         20;     36; Encerrado!
      43;     758;      N;         50;     36; Encerrado!
      43;     759;      S;         30;     36; Encerrado!
      43;     760;      W;         20;     36; Encerrado!
      43;     761;      E;         90;     36; Encerrado!
      43;     762;      N;         60;     36; Encerrado!
      43;     763;      S;         90;     36; Encerrado!
      43;     764;      S;         10;     36; Encerrado!
      43;     765;      E;         40;     36; Encerrado!
      43;     766;      E;         90;     36; Encerrado!
      43;     767;      W;         10;     36; Encerrado!
      43;     768;      W;         60;     36; Encerrado!
      43;     769;      E;        100;     36; Encerrado!
      44;     770;      W;         50;     37; Encerrado!
      44;     771;      E;         70;     37; Encerrado!
      44;     772;      E;         50;     37; Encerrado!
      44;     773;      W;         50;     37; Encerrado!
      44;     774;      N;         30;     37; Encerrado!
      44;     775;      S;         10;     37; Encerrado!
